ID;Geologia;Crollo;Cord_X;Cord_Y;Quote;Aspect;Slope;Nord;East;PlanarC;ProfileC;TWI;WD;NGSS;FT;EWI
188;4;1;414499.604;5064002.587;1779.24;216.365;46.115;-0.805;-0.698;-1.936;4.99;2.946;190.389;98.167;41.944;16.167
189;3;1;402109.625;5064324.051;1180.2;125.607;39.759;-0.582;0.62;3.54;-1.712;0.635;210.278;82.889;38.222;16.111
190;1;1;396350.989;5064370.558;457.183;260.306;59.148;-0.168;-0.589;-3.844;-1.353;2.517;159.111;70.056;20.722;15.389
191;3;1;403495.437;5064474.499;1336.54;242.732;47.771;-0.458;-0.43;6.703;-2.386;-0.097;202.944;82.667;38.556;15.833
192;3;1;403230.607;5064309.154;1181.49;304.799;44.973;0.571;-0.153;1.184;1.29;0.92;202.944;82.667;37.222;15.833
193;3;1;403654.746;5064512.3;1443.7;305.454;55.508;0.58;-0.737;1.505;9.575;1.187;202.944;82.667;44.389;15.833
194;1;1;396042.471;5064577.185;457.337;348.761;40.241;0.981;-0.232;-0.284;-2.53;1.498;159.111;70.056;21.389;15.389
195;1;1;395765.3;5064907.541;635.268;55.518;61.075;0.566;-0.101;4.965;-11.661;0.723;155.389;64.944;23.056;15
196;3;1;397879.077;5064857.759;890.778;266.871;28.072;-0.055;-0.561;0.887;-0.186;2.464;186.778;80.667;33.778;16.167
197;3;1;398201.373;5064901.979;1040.32;347.936;14.11;0.978;-0.371;0.404;0.233;2.001;186.778;80.667;35.889;16.167
198;1;1;395555.664;5064725.658;825.038;98.099;27.756;-0.141;-0.453;4.135;-2.347;0.644;155.389;64.944;25.444;15
199;4;1;410961.573;5065004.646;1323.68;51.036;42.948;0.629;0.159;-1.201;2.698;3.424;174.222;82.944;42.667;15.833
200;1;1;396745.844;5065157.307;641.336;337.158;29.756;0.922;-0.438;-1.863;1.217;1.291;159.111;70.056;25.056;15.389
201;4;1;410914.257;5065060.545;1329.63;64.305;64.885;0.434;0.428;-0.814;-1.021;1.801;174.222;82.944;35.611;15.833
202;5;1;410109.923;5065134.776;2007.33;127.585;34.622;-0.61;0.081;0.184;1.511;1.366;168.833;74.889;44.111;16.056
203;3;1;397787.577;5065163.757;884.369;257.537;30.931;-0.216;0.876;-1.446;0.749;3.072;186.778;80.667;32.5;16.167
204;3;1;400442.056;5065451.24;1728.73;323.169;30.619;0.8;-0.636;0.715;-2.272;1.115;190.056;79.444;43.056;16.5
205;5;1;410815.102;5065406.464;1299.88;95.779;49.905;-0.101;0.302;-1.826;4.251;3.771;170.333;76;35.444;15.889
206;5;1;408352.172;5065400.371;2419.93;82.911;47.907;0.123;-0.038;0.679;-2.929;0.659;176.722;71.667;51.444;15.5
207;5;1;408354.305;5065405.988;2419.93;82.911;49.234;0.123;0.309;-0.67;0.822;1.007;176.722;71.667;51.444;15.5
208;5;1;410408.553;5065519.881;1581.16;70.162;61.258;0.339;0.281;0.595;-0.595;0.849;170.333;76;45.611;15.889
209;5;1;410887.367;5065541.329;1278.01;104.707;44.699;-0.254;-0.542;-0.587;3.479;1.66;182.111;88.5;36.556;16.111
210;5;1;410915;5065558;1259.16;102.923;29.605;-0.224;-0.502;-0.656;2.265;3.288;182.111;88.5;36.278;16.111
211;3;1;404992.336;5065670.831;2192.07;214.281;44.762;-0.826;0.777;2.588;-0.034;0.457;211.222;85.778;54.667;15.5
212;2;1;407757.347;5065794.209;2266.05;257.579;45.533;-0.215;0.99;-2.634;-2.883;1.847;199.389;77.444;50.833;16.056
213;3;1;402915.612;5065939.632;1252.16;282.873;42.026;0.223;0.581;0.433;-1.747;2.014;213.833;85.444;40.167;15.944
214;3;1;402717.356;5066551.116;1250.49;232.009;51.168;-0.616;0.449;-2.464;2.625;1.978;195.389;84.778;40.778;16
215;3;1;402592.471;5066555.608;1146.5;223.924;12.051;-0.72;-0.145;-0.16;0.259;3.958;195.389;84.778;39.222;16
216;5;1;410923.154;5066535.866;1387.61;277.046;25.515;0.123;0.415;-4.751;1.867;8.104;182.111;88.5;45.556;16.111
217;3;1;402821.54;5066720.356;1416.13;248.684;37.79;-0.364;-0.675;0.344;-0.656;1.599;195.389;84.778;41;16
218;5;1;409910.119;5066895.196;1507.23;52.323;54.489;0.611;-0.252;-4.15;3.153;1.832;191.111;81.333;42.5;15.778
219;5;1;410013.456;5067055.748;1368.06;68.837;33.283;0.361;0.289;0.574;0.534;1.564;191.111;81.333;42.056;15.778
220;5;1;409985.641;5067061.9;1385.12;65.801;39.856;0.41;-0.867;0.413;0.52;1.452;191.111;81.333;43.444;15.778
221;5;1;409977.617;5067071.796;1388.76;66.289;40.191;0.41;-0.788;-1.199;0.278;3.243;191.111;81.333;43.444;15.778
222;5;1;409982.431;5067075.273;1381.55;64.595;39.627;0.402;-0.449;-1.147;0.427;3.738;191.111;81.333;43.444;15.778
223;5;1;409976.012;5067087.308;1386.06;81.114;43.033;0.429;0.622;-1.584;0.707;3.891;191.111;81.333;43.444;15.778
224;5;1;409972.535;5067089.18;1385.97;88.986;45.521;0.154;0.148;-0.758;1.695;2.823;191.111;81.333;43.444;15.778
225;5;1;411088.103;5067682.683;1881.81;238.222;60.568;0.018;0.863;3.209;-9.599;-0.55;187.389;91.778;44.222;15.556
226;2;1;409389.279;5067685.092;1564.15;66.159;42.176;-0.527;-0.891;1.647;0.263;0.398;176.556;59.5;40.111;14.556
227;2;1;409342.533;5067749.647;1561.62;54.431;28.135;0.404;-0.205;0.71;2.29;2.252;176.556;59.5;40.111;14.556
228;2;1;408121.65;5068258.37;1668.53;156.988;22.823;0.582;0.824;-4.133;1.888;7.525;188.944;77.5;41.111;15.278
229;5;1;411962.887;5068643.052;2548.61;287.261;39.398;-0.92;0.282;4.824;1.925;0.48;212;100.333;53.5;16.222
230;2;1;409733.703;5069175.03;1536.83;284.433;53.377;0.297;0.358;7.996;-1.961;-0.165;217.944;64.556;51.722;14.944
231;2;1;409775.089;5069193.842;1563.59;312.133;65.406;0.249;-0.38;-7.454;6.919;0.114;217.944;64.556;54.222;14.944
232;2;1;409672;5069251.03;1548.79;265.724;43.771;0.671;0.232;3.066;-1.66;0.75;217.944;64.556;53.889;14.944
233;2;1;409792.221;5069290.688;1633.22;222.012;39.705;-0.075;-0.373;4.464;-0.67;0.59;217.944;64.556;55.833;14.944
234;2;1;409784.577;5069541.121;1743.31;289.613;62.47;-0.743;0.293;6.407;-1.762;-0.368;217.944;64.556;55.278;14.944
235;3;1;399984.004;5069596.728;1358.61;233.741;41.234;0.336;0.61;0.557;1.887;1.548;200.056;74.778;45.056;15.833
236;3;1;399838.945;5069777.458;1366.21;233.292;47.447;-0.591;0.31;0.75;4.756;1.943;200.056;74.778;45.444;15.833
237;3;1;399916.563;5069745.762;1459.74;246.005;53.049;-0.598;0.3;0.75;-2.426;0.966;200.056;74.778;45.444;15.833
238;3;1;399965.453;5069652.93;1408.56;231.334;69.941;-0.407;0.265;14.796;-0.452;0.392;200.056;74.778;45.056;15.833
239;3;1;399968.082;5069654.721;1408.56;231.334;70.545;-0.625;0.066;14.1;-5.134;0.677;200.056;74.778;45.056;15.833
240;2;1;407260.2;5069701.378;2139.48;137.474;41.59;-0.625;0.691;-1.079;0.285;1.597;213.5;84.944;47.222;15.778
241;3;1;401896.599;5070202.862;2301.56;162.95;34.716;-0.737;0.867;-0.623;-0.407;2.579;206.667;89.389;53.278;16.889
242;1;1;398090;5070322;1715.74;83.105;64.637;-0.956;0.35;5.582;-2.683;0.335;164.444;79.722;48.5;16.222
243;2;1;408113.804;5070374.831;1706.93;104.149;40.312;0.12;-0.547;2.27;-1.976;0.165;181.611;79.833;51.222;15.111
244;3;1;401327.744;5070356.849;2359.26;283.038;29.528;-0.244;0.266;0.528;-0.972;0.979;206.667;89.389;55.222;16.889
245;1;1;398064.124;5070490.072;1672.95;88.978;53.33;0.226;0.19;2.775;4.751;0.547;164.444;79.722;46.833;16.222
246;2;1;405750.013;5071010.609;2569.64;182.939;30.385;0.018;0.428;-1.837;1.037;2.648;236;96.611;51.778;16.111
247;2;1;406363.638;5071080.179;2562.57;129.549;36.422;-0.999;-0.67;-1.347;1.511;2.238;240.444;98.444;51.333;16.167
248;3;1;400497.536;5071151.435;1832.89;171.704;41.915;-0.637;-0.233;-0.133;-1.938;1.936;185.444;86.722;44.389;16.278
249;2;1;405218.396;5071206.774;2403.5;167.665;48.638;-0.99;-0.231;-4.041;1.385;1.67;239.556;101.111;48.667;16.167
250;3;1;400669.31;5071326.879;1963.2;141.933;55.597;-0.977;-0.441;-0.73;-2.434;2.052;196.111;88.667;46.056;15.556
251;3;1;402689.016;5071452.165;2616.9;18.29;30.754;-0.787;0.335;-0.277;0.93;1.644;236.444;98.611;54.611;16.333
252;3;1;404321.331;5071481.735;2502.53;191.242;29.872;0.949;-0.425;-0.3;-1.645;2.122;230.778;102.833;49.833;16.444
253;3;1;404172.999;5071560.18;2515.11;200.716;35.182;-0.981;0.492;0.324;0.893;1.036;230.778;102.833;50.278;16.444
254;2;1;407519.223;5071612.678;2173.29;103.807;51.941;-0.935;-0.924;0.913;-1.201;1.583;221.111;91.889;57.556;16.056
255;3;1;404049.185;5071630.087;2551.48;195.929;44.365;-0.239;0.355;-0.416;-0.732;1.397;230.778;102.833;51.722;16.444
256;3;1;402226.99;5071812.161;2794.01;277.436;74.434;-0.962;0.532;-4.015;8.252;-0.226;236.444;98.611;59.167;16.333
257;3;1;397252.976;5072550.083;1810.55;62.61;51.016;0.129;0.404;-9.214;5.578;2.659;169.944;81.556;45.222;15.667
258;3;1;399709.887;5072594.88;2006.67;286.303;44.782;0.46;-0.486;-1.014;-1.787;3.679;169.111;84.611;53.833;15.722
259;3;1;407811.98;5073760.915;2006.24;132.697;54.233;0.281;0.315;2.263;-2.299;2.559;236.444;97.111;57.556;16.667
260;2;1;409909.869;5075842.126;2082.48;238.657;46.331;-0.678;0.803;3.085;-2.972;0.126;195.722;62.278;59.556;15.667
261;3;1;409014.103;5076077.699;1685.47;306.302;40.887;-0.52;0.11;0.535;-1.215;1.559;243.278;90.944;55.722;17.278
262;1;1;408155.805;5076312.937;1797.29;64.444;48.219;0.592;-0.128;-7.266;-0.883;2.473;243.278;90.944;48.667;17.278
263;1;1;409106.899;5076644.503;2013.69;120.968;37.774;0.431;0.115;0.701;-0.165;0.948;195.722;62.278;62;15.667
264;3;1;400902.562;5076758.665;1697.27;142.587;35.577;-0.515;0.003;1.147;0.15;0.733;207.167;93.722;54.556;16.389
265;3;1;401127.762;5076859.2;1591.79;127.96;37.374;-0.794;-0.673;-0.878;1.906;1.936;224.778;98.889;55.722;16.056
266;3;1;401256.974;5077237.144;1654.07;101.198;41.869;-0.615;0.734;1.226;3.038;0.969;254.5;97;55.333;15.667
267;3;1;399077.606;5077558.305;2536.18;158.862;44.871;-0.194;-0.484;0.744;-0.584;0.233;220.167;94.944;50.111;16.389
268;3;1;401292.409;5077603.617;1704.99;57.629;44.211;-0.933;0.527;0.736;-1.245;1.324;254.5;97;56.389;15.667
269;3;1;402139.309;5077710.353;1863.13;264.695;57.172;0.535;0.505;0.518;-1.998;3.101;276.5;110.833;56.278;16.444
270;3;1;402122.718;5077883.269;1797.11;284.979;40.532;-0.092;-0.7;-2.867;-0.046;4.729;276.5;110.833;55.833;16.444
271;3;1;411536.069;5078021.529;2772.05;21.947;44.891;0.258;-0.848;-1.226;-1.162;0.894;280.111;109.167;78.667;16.889
272;3;1;411253.406;5078274.628;2510.02;349.007;40.847;0.928;-0.639;-2.018;-0.326;3.287;288.444;112.778;75.889;16
273;1;1;408829.332;5078520.132;2211.54;241.063;26.287;0.982;-0.167;0.172;0.286;1.544;289;101.333;57.278;15.944
274;1;1;408119.913;5078718.246;1819.42;237.106;25.543;-0.484;0.06;0.095;1.138;1.188;289;101.333;50.611;15.944
275;6;1;402220.137;5078766.594;1873.74;285.407;53.195;-0.543;-0.293;0.798;-3.072;1.452;255.889;116.167;54.278;15.778
276;1;1;410077.418;5079021.436;2278.57;289.187;48.651;0.266;0.737;7.331;-12.465;-0.127;272.556;105.5;68.667;15.778
277;7;1;410631.909;5081511.715;2863.51;103.419;58.739;0.329;-0.047;2.958;-3.821;0.388;284.278;128.556;74.222;15.333
278;6;1;399517.048;5081402.795;2308.14;85.177;34.356;0.797;-0.904;0.34;-0.466;4.016;230.833;103.611;56;15.889
279;7;1;411988;5081803;3142.65;335.511;39.019;-0.431;-0.582;-2.741;-1.024;1.944;281.222;126.833;0;16.222
280;1;1;400598.126;5082752.592;2382.05;124.488;44.05;-0.232;0.382;-10.381;4.743;2.363;251.944;112.278;57.167;15.444
281;2;0;404490.214;5063935.106;1834.92;192.846;47.362;0.084;0.025;7.237;-2.283;-0.083;202.667;84.111;48.556;15.611
282;3;0;410919.205;5078149.877;2405.32;277.81;23.871;0.91;-0.116;-0.226;0.11;3.895;266.333;103.667;78.444;17.167
283;3;0;403790.525;5064426.695;1601.29;214.785;35.028;-0.566;0.041;1.315;-0.397;1.819;202.667;84.111;45.444;15.611
284;1;0;403114.205;5081835.986;2486.2;352.758;36.706;-0.975;0.034;0.016;0.082;1.728;259.167;127;51.889;16
285;2;0;398204.513;5050777.919;787.291;337.746;51.362;0.136;0.34;0.198;4.162;1.588;130.611;72.722;20.722;15.5
286;3;0;396365.945;5051796.375;1478.21;48.294;40.36;-0.821;-0.429;0.265;1.506;1.36;120.167;75;43.611;15.722
287;2;0;399853.053;5052671.315;1153.4;168.273;33.895;0.992;-0.222;0.44;-0.819;2.9;107.389;64.889;46;14.222
288;1;0;389897.621;5055964.437;2209.36;325.049;35.529;0.926;-0.09;-0.75;2.116;2.306;178.278;92.5;47.167;15.833
289;4;0;414897.565;5054984.536;2005.39;22.919;23.487;0.665;-0.59;-1.558;1.101;3.951;157.556;94.611;46.722;16.056
290;3;0;402130.395;5060604.21;1452.81;295.759;34.637;-0.979;0.359;3.006;0.249;1.048;185.444;79.333;40.944;15.778
291;1;0;396437.282;5056247.753;694.901;41.725;45.254;0.82;-0.68;0.586;0.909;2.525;172.833;75.111;24.056;15.222
292;2;0;402615.401;5061283.862;1425.24;280.958;36.011;0.921;0.029;-7.315;0.169;4.407;209.889;80.667;40.833;15.278
293;4;0;399922.992;5046469.751;2243.1;309.465;12.507;0.435;0.47;-1.369;1.24;5.069;148.833;85.833;57.833;15.833
294;4;0;415000.027;5058360.902;2238.5;324.355;27.199;0.746;-0.665;-0.667;-0.256;3.094;155.778;91.056;54.778;15.222
295;1;0;395447.144;5064585.216;872.577;115.786;53.165;0.19;-0.487;-4.472;-0.284;2.455;155.389;64.944;28.167;15
296;2;0;406956.65;5074981.018;2874.72;179.443;34.361;0.636;-0.607;-0.262;-1.425;2.207;246;97.278;66.556;16.778
297;1;0;410512.903;5080183.133;2616.54;183.142;28.995;0.813;-0.025;2.001;-0.934;1.009;293.944;118.833;71.278;16.056
298;1;0;402968.03;5085515.135;3155.93;92.768;64.396;-0.435;0;-9.072;-15.296;2.322;268.778;129.944;68.278;16.056
299;5;0;412878.962;5069781.33;2719.92;210.967;0;-1;0;-0.653;-1.927;0;224.389;102.556;58.056;16.222
300;2;0;395100.577;5051914.942;1807.16;332.031;52.583;-0.998;0.434;-1.986;3.914;1.275;136.667;82;46.389;15.778
301;1;0;389794.826;5051087.338;2150.25;13.709;22.423;-0.048;0.576;0.361;1.097;4.009;192.167;104.889;48.444;16.5
302;5;0;409776.344;5063409.583;2386.63;52.591;38.449;-0.857;-0.472;-0.521;-0.072;1.664;165.833;72.333;55.111;15.944
303;4;0;408851.619;5054969.004;1496.51;204.161;48.676;0.883;-0.061;-1.242;2.972;2.664;170.556;67.722;37.944;14.667
304;4;0;406725.682;5054147.095;1044.9;95.99;41.857;0.972;-0.05;6.071;-1.549;0.47;172.333;73.722;34.222;15.833
305;3;0;402720.982;5062646.034;1378.37;296.856;49.438;0.608;0.253;-1.148;2.204;1.893;210.222;83;37.889;15.333
306;7;0;407737.276;5084979.521;3528.31;126.727;34.309;-0.912;0.208;-2.809;0.152;4.411;274.778;134.833;82.833;15.944
307;1;0;389138.099;5057138.664;2220.73;45.623;40.943;-0.104;-0.266;0.289;-1.362;1.797;186.944;92.278;46.278;15.889
308;1;0;388177.296;5059106.107;2289.59;108.614;24.414;0.452;0.111;-0.499;0.621;5.027;186.722;91.667;46.944;15.889
309;2;0;405042.527;5062557.976;1906.8;35.803;37.337;-0.598;-0.346;0.883;-1.192;1.871;207.111;82.889;41.722;16.111
310;2;0;402840.173;5056695.457;1545.53;221.101;32.332;0.699;0.453;-0.059;1.042;3.343;147.056;66.5;51.5;14.611
311;3;0;403064.111;5069244.203;1790.24;285.851;36.907;-0.319;-0.717;-0.73;-0.064;2.253;205.5;91.111;48;16.833
312;4;0;410467.83;5064011.989;1908.49;96.434;53.651;0.811;-0.289;1.146;1.336;1.436;168.833;74.889;43.278;16.056
313;3;0;405460.797;5065703.788;1968.01;35.155;44.464;-0.754;-0.693;-2.232;-0.028;2.011;211.222;85.778;50.444;15.5
314;1;0;401664.502;5081844.615;2293.05;129.989;32.047;0.273;-0.223;-1.134;0.671;2.992;249.5;115.333;55.056;15.611
315;3;0;386328.562;5050020.987;2391.94;295.792;34.463;-0.112;0.826;-0.866;-0.185;3.465;174.833;108.611;61.167;16
316;2;0;404380.5;5054609.313;1520.47;293.858;40.565;0.818;-0.063;1.542;0.03;0.505;145.222;64.778;55.556;15.056
317;3;0;405680.607;5078712.955;2825.12;100.211;34.857;-0.643;0.696;-0.166;-1.688;1.594;258.889;123.722;69.556;15.833
318;1;0;411929.568;5080113.288;2744.99;283.503;23.602;0.435;0.444;-0.711;-0.04;3.537;282.333;120.944;75.611;16.389
319;2;0;408911.174;5072178.39;1503.63;302.516;55.55;0.404;-0.378;1.329;1.642;0.991;203.444;77.667;48.389;16
320;2;0;410557.075;5072729.141;2353.89;210.327;36.318;-0.177;-0.267;0.485;0.325;0.961;217.722;88.556;52.722;16.389
321;4;0;406099.753;5053745.954;1527.24;3.72;44.959;0.233;-0.331;-0.392;1.043;1.789;156.556;71;51.944;15.111
322;4;0;406889.853;5058339.458;1975.25;345.267;31.821;0.538;0.507;1.537;-0.167;1.247;183.5;78.889;46.611;15.833
323;1;0;391937.961;5056057.24;2276;73.949;23.698;-0.863;-0.145;-0.465;0.495;3.795;156.5;83.556;49.833;14.889
324;6;0;397459.04;5085339.814;3016.98;162.585;23.986;0.998;0.644;0.984;0.116;1.303;232.722;103.056;60.944;16.5
325;5;0;411024.226;5069576.006;2159.75;187.257;11.441;0.967;0.098;-0.719;0.672;2.306;201.778;94.111;51.833;16
326;4;0;407414.644;5054062.101;864.584;163.73;16.12;0.277;0.812;-1.208;2.546;5.165;172.333;73.722;26.333;15.833
327;1;0;408901.029;5081027.911;2564.47;279.056;21.454;-0.954;-0.671;-0.285;0.624;2.947;295.5;123.5;66.778;15.444
328;3;0;387365.814;5050795.562;2397.35;317.381;21.748;-0.992;-0.569;-1.691;0.124;2.751;169.944;108.667;70.833;16.056
329;7;0;403132.842;5083096.272;2337.49;257.73;46.448;-0.96;0.069;0.729;0.804;1.163;263.056;125.556;51.389;15.833
330;3;0;399845.189;5077899.934;2459.3;135.643;40.55;0.157;-0.196;0.075;0.7;2.227;220.167;94.944;51.667;16.389
331;2;0;401837.181;5062186.019;853.651;98.459;44.611;0.736;-0.174;-0.266;2.4;1.207;209.889;80.667;29.389;15.278
332;4;0;410023.003;5050978.044;1901.99;293.47;46.104;-0.213;0.23;2.101;-2.98;0.516;181.667;76.611;51;15.889
333;4;0;404126.713;5052917.94;1330.09;254.333;58.525;-0.715;-0.165;6.158;2.038;0.859;132.333;60.556;47.111;14.944
334;2;0;407433.752;5065940.942;2220.51;201.035;42.535;-0.147;0.693;6.766;-1.588;0.303;199.389;77.444;49.944;16.056
335;6;0;397682.503;5085133.035;2864.46;115.28;7.619;0.398;-0.082;0.586;-4.053;2.267;232.722;103.056;56.944;16.5
336;7;0;405383.744;5083739.692;2964.7;273.624;29.374;-0.27;-0.271;-2.765;0.944;2.733;266.167;132.111;73.889;15.833
337;4;0;414468.408;5061070.667;1905.38;252.645;28.065;-0.933;0.043;0.353;-0.676;2.589;169.444;91.556;45.556;15.889
338;1;0;390872.013;5049657.408;2412.88;132.452;33.909;-0.427;0.035;-0.575;-0.446;2.669;179.667;105.611;52.222;15.611
339;2;0;405252.684;5059768.541;2485.72;220.6;31.36;0.063;0.298;0.428;-0.653;2.811;186.611;78.111;52.722;15.444
340;3;0;402601.795;5071401.384;2681.97;39.204;31.143;-0.298;0.02;-0.066;-2.447;0.808;236.444;98.611;54.444;16.333
341;1;0;388099.587;5057201.982;2505.33;14.108;26.778;-0.675;0.133;0.175;-0.199;4.62;196.167;97.056;46.778;16.222
342;3;0;387719.573;5050013.872;2753.78;318.644;47.339;-0.759;-0.246;2.16;-1.993;1.822;194.389;107.667;73.111;16.167
343;2;0;404078.624;5062190.499;2086.52;344.13;44.099;0.775;0.388;-1.758;-0.318;2.642;195;82.056;49.056;15.889
344;3;0;403441.232;5064798.356;1241.3;268.081;37.54;0.97;-0.367;-0.047;-2.892;1.697;202.944;82.667;39.167;15.833
345;1;0;402812.022;5080488.696;2314.37;200.027;25.807;0.751;-0.12;-0.212;0.037;4.587;255.444;120.389;53.5;15.722
346;1;0;400228.728;5083319.779;2642.94;256.438;17.859;0.962;0.083;-0.077;-0.1;2.756;251.944;112.278;55.611;15.444
347;5;0;412849.669;5067765.26;2345.06;214.478;49.758;-0.033;0.44;1.234;2.518;0.283;198.778;98;49.167;15.889
348;1;0;402569.148;5082809.072;2207.08;174.255;23.937;-0.94;0.065;0;0.32;2.031;263.056;125.556;60.556;15.833
349;1;0;389728.436;5060916.226;2289.82;117.102;35.688;-0.235;-0.438;1.568;0.131;0.574;142.889;77.389;50.556;14.389
350;4;0;402631.425;5049381.629;641.151;47.196;25.027;-0.824;-0.572;-4.243;0.672;6.888;162.389;72;25.556;15.056
351;5;0;409832.433;5063052.536;2578.89;123.749;48.097;-0.995;-0.516;2.372;-1.952;0.57;165.833;72.333;59;15.944
352;2;0;403789.374;5062019.499;1898.13;267.39;57.998;-0.456;-0.358;0.589;-1.194;0.843;195;82.056;46.667;15.889
353;1;0;388301.588;5060161.161;2386.51;116.361;13.157;0.679;-0.248;-2.19;0.527;8.539;171.833;86.278;47.111;15.333
354;2;0;411199.417;5074909.229;2892.92;340.631;59.634;-0.556;0.285;-1.765;2.334;1.388;243.389;101.167;68.444;17.333
355;2;0;409753.05;5073401.992;2142.81;227.706;41.557;-0.046;-0.279;-5.586;3.702;4.255;202.556;77.389;51.889;16.111
356;3;0;384649.949;5051885.752;2437.12;68.936;12.801;-0.444;0.333;0.165;-0.08;2.216;181.556;106.611;52.889;15.111
357;2;0;402317.9;5055976.97;1034.78;269.929;60.217;0.943;0.142;6.068;-7.779;0.074;128.444;64.722;39.111;14.389
358;4;0;413390.006;5051241.405;2014.71;252.864;42.718;-0.673;-0.217;-0.679;0.145;2.952;168.889;86.556;49.889;16.333
359;3;0;398778.271;5060207.172;812.939;79.327;11.511;0.359;-0.016;0.341;-0.11;3.055;153;68.778;37.167;15.778
360;4;0;412192.877;5063282.16;1689.21;16.844;44.334;-0.001;0.037;-1.961;1.395;2.458;171.944;84.944;44.611;15.778
361;5;0;408832.171;5062564.972;2403.47;178.246;54.214;-0.295;-0.712;-0.072;-3.181;1.239;169.944;74.056;55.056;15.722
362;3;0;401391.741;5073654.867;2759.21;335.452;43.779;0.185;-0.075;-1.564;-0.65;1.396;238;96.056;55.167;15.778
363;3;0;386434.577;5053157.737;2452.51;155.515;66.213;0.957;0.207;5.821;-4.333;-0.126;200.611;102.778;71.056;15.778
364;4;0;413860.855;5057428.621;1918.99;172.26;37.177;-1;-0.114;0.862;0.366;2.528;148.833;89.833;47.278;15.556
365;4;0;412158.547;5050955.158;1933.5;197.713;18.893;0.91;-0.855;4.522;-3.234;1.12;165.444;83.889;49.5;16
366;4;0;402923.897;5046743.002;2062.49;275.276;56.958;-0.91;0.051;-1.049;0.419;4.192;161.611;78.444;65.222;15.333
367;3;0;400364.78;5073077.949;2351.25;136.603;16.763;-0.991;-0.126;-1.876;0.814;4.169;209.667;91.944;48.333;14.889
368;1;0;401276.327;5081226.151;2087.38;142.765;32.613;-0.953;0.017;-1.241;0.283;4.252;239.944;114.556;58.222;15.611
369;3;0;407489.936;5076703.973;2204.48;138.072;36.933;0.092;0.305;1.496;-4.015;1.355;253.111;106.722;63.389;15.833
370;2;0;395630.441;5048878.795;2170.86;105.022;33.19;-0.727;-0.076;-1.705;-0.926;0.722;159.833;92.333;50.833;16.833
371;1;0;396372.882;5056745.313;798.065;125.194;40.3;-0.796;0.503;0.192;-1.305;2.433;172.833;75.111;34.278;15.222
372;4;0;413161.279;5061127.273;1406.5;25.681;42.59;-0.744;0.358;1.157;-0.872;0.852;162.333;84.278;40.778;15.611
373;3;0;403945.742;5066444.673;1615.78;253.003;61.056;-0.259;-0.109;10.03;-4.282;-0.305;212;87.278;42.833;15.944
