ID;Geologia;Crollo;Cord_X;Cord_Y;Quote;Aspect;Slope;Nord;East;PlanarC;ProfileC;TWI;WD;NGSS;FT;EWI
374;5;0;412816.672;5066395.064;2179.54;75.105;44.781;-0.576;0.554;-1.742;6.092;1.825;184.278;94.278;49.944;16.333
375;3;0;391291.912;5054072.005;1811.09;149.809;30.384;0.901;0.755;-0.545;-0.235;2.852;162.278;92.5;44.722;16.167
376;1;0;398817.94;5083593.274;2564.95;126.602;17.597;-0.292;0.594;-1.993;2.01;2.578;232.389;105.611;48.167;15.944
377;4;0;398357.098;5046767.037;2147.43;86.703;22.274;0.257;-0.038;0.171;-0.687;2.695;155.056;95.111;53.722;16.111
378;1;0;391958.529;5060722.984;1744.66;175.654;32.38;-0.864;0.742;1.103;-1.088;3.149;121.389;50.611;53.389;14.167
379;7;0;407998.562;5082776.475;2521.56;115.322;41.461;-0.596;-0.275;-1.213;0.145;2.886;262.778;132.278;66.056;15.667
380;4;0;398321.956;5046073.31;2269.83;348.081;41.68;0.058;-0.868;-0.291;0.89;2.823;155.056;95.111;57.444;16.111
381;7;0;405768.128;5086714.248;3856.26;168.56;45.796;-0.997;0.452;1.293;1.601;2.999;271.667;136.778;74.056;15.944
382;3;0;387537.034;5051261.922;2339.5;324.621;25.632;-0.428;-0.52;1.538;-1.949;2.486;171.611;102.944;75;15.944
383;7;0;404973.709;5084920.936;3069.95;308.281;55.465;0.978;0.22;-2.619;7.419;1.976;272.556;133.222;73.389;16.167
384;1;0;386825.765;5056090.224;2646.67;89.703;33.188;-0.98;0.103;-0.125;-0.2;3.216;195;100.056;52.333;16.389
385;3;0;387387.384;5052257.646;2165.78;356.059;21.969;0.815;-0.459;0.49;0.15;3.943;189.333;98;71;16.611
386;2;0;404766.568;5072582.746;2643.06;312.557;34.96;0.62;-0.047;-0.298;0.295;1.572;245.889;106.889;52.833;16.778
387;4;0;413159.631;5060383.836;1906.97;352.086;35.711;0.005;0.925;-1.558;1.023;4.12;156.667;82.611;54.944;15.611
388;3;0;383732.458;5052309.624;2668.64;141.023;26.311;0.998;-0.563;-0.382;-1.205;2.395;190.111;107.944;54;15.111
389;3;0;398734.817;5077173.548;2389.35;155.438;41.524;0.676;0.171;0.409;-0.924;1.457;225.333;89.111;49.944;14.889
390;3;0;385373.471;5052049.468;2362.47;14.848;11.437;0.99;0.03;1.212;-0.456;1.759;181.556;106.611;62;15.111
391;2;0;406470.619;5069021.072;2454.28;59.951;45.429;-0.777;-0.834;-4.346;2.708;3.393;229.889;90.278;48;16.167
392;7;0;406294.763;5083561.764;3443.94;102.963;62.385;-0.91;-0.604;1.426;-7.263;0.159;261.167;132.5;85.333;15.611
393;4;0;414724.612;5053771.273;2282.57;333.67;22.624;0.967;0.582;7.381;-3.28;0.895;157.556;94.611;51.611;16.056
394;1;0;386959.152;5057908.62;2622.75;95.111;50.53;0.501;0.269;-1.145;-0.257;3.075;196.833;98.278;51.611;16.444
395;1;0;409220.127;5081534.862;2736.92;205.487;30.402;-0.224;-0.327;-0.808;0.2;3.931;287.389;126.722;73.611;15.167
396;2;0;403577.137;5059074.928;1553.11;281.524;18.689;0.896;0.434;-0.525;0.013;3.632;172.111;77.056;48.556;15.611
397;3;0;404482.716;5073688.434;2856.77;354.447;35.792;-0.089;-0.06;0.936;1.388;1.425;245.889;106.889;61;16.778
398;2;0;406349.276;5059357.196;2155.98;184.302;46.242;-0.903;0.056;5.973;-0.354;0.053;189.278;79.056;50.111;15.556
399;4;0;410329.904;5051262.138;1861.11;69.128;34.488;0.2;0.861;-0.646;2.249;2.313;181.667;76.611;49.778;15.889
400;4;0;412673.98;5064795.094;1611.85;270.617;41.81;0.995;0.698;-5.563;0.824;3.888;182.222;91.222;44.444;16.056
401;4;0;410270.207;5060144.896;1299.14;166.767;39.268;-0.997;-0.31;-4.594;-0.705;3.331;179.333;67.333;49.556;15.556
402;1;0;388270.423;5055792.974;2396.29;41.019;22.28;0.356;-0.491;1.536;0.471;1.599;190.944;98.611;51.389;16.556
403;3;0;402844.764;5070633.806;2495.12;114.224;27.781;0.011;0.224;0.126;-0.126;1.521;213.889;92.444;52.5;16.556
404;3;0;387113.138;5051016.987;2256.81;318.724;21.722;-0.973;-0.164;-0.305;0.19;3.257;169.944;108.667;70.889;16.056
405;4;0;416138.271;5056204.148;2046.08;268.682;44.919;0.754;0.006;-1.423;2.901;2.102;157.111;92.556;46.5;15.667
406;4;0;406381.139;5056396.13;1784.49;174.172;23.817;-0.41;-0.419;-0.14;1.529;2.918;176.222;74.889;49.056;16.333
407;5;0;408065.793;5062472.695;2398.87;122.234;30.268;0.752;-0.899;0.033;0.457;4.26;174.167;76.778;50.111;15.667
408;2;0;406471.834;5075230.181;2957.94;37.385;47.175;-0.023;-0.021;-1.42;7.195;1.345;255;105.556;68.167;16
409;7;0;406617.954;5083447.67;3286.61;236.792;23.175;-0.995;-0.466;-0.39;-1.771;1.93;261.167;132.5;89.278;15.611
410;5;0;409045.461;5063725.312;2425.78;131.902;30.938;-0.533;0.627;2.098;0.413;1.691;160.667;71.722;50.556;15.833
411;5;0;412107.84;5069245.013;2369.14;294.435;8.547;0.795;0.719;-1.458;1.299;8.319;212;100.333;49.944;16.222
412;3;0;403765.832;5064999.915;1334.67;357.107;46.657;-0.548;0.049;0.681;-3.045;1.823;202.944;82.667;39.444;15.833
413;7;0;404644.954;5085774.048;3180.81;209.878;41.076;-0.668;-0.808;-0.778;1.847;3.512;273.889;135.278;77.833;15.722
414;2;0;407398.552;5068711.336;2319.71;153.463;30.54;0.414;-0.839;-1.712;1.083;2.407;213.5;84.944;50.722;15.778
415;3;0;384795.565;5048491.678;2856.01;5.984;20.729;0.999;0.66;-0.149;0.147;3.961;190.889;113.444;60.167;15.333
416;4;0;412172.011;5062236.487;1284.35;145.658;32.154;-0.867;0.036;0.832;0.124;0.817;171.944;84.944;40.667;15.778
417;4;0;397742.558;5046428.223;2395.49;299.551;42.529;-0.895;0.061;0.928;-0.151;1.171;155.056;95.111;55.222;16.111
418;3;0;404504.758;5074652.04;2435.09;342.188;18.032;0.995;-0.729;-0.792;0.082;5.27;263.944;110;60;16.667
419;1;0;410500.732;5078839.109;2309.22;210.049;6.466;-0.826;-0.206;-0.199;0.114;5.174;272.556;105.5;78.889;15.778
420;4;0;408515.822;5059714.981;2027.76;98.543;31.591;0.493;-0.074;2.599;-2.42;0.526;174.389;77.333;51.222;16
421;1;0;387595.176;5058511.483;2403.21;356.655;34.224;0.952;-0.045;-0.418;3.078;1.643;182.389;96.056;46.722;16.111
422;3;0;402127.254;5072790.777;2576.73;36.253;27.701;-0.866;0.283;-0.761;0.155;2.367;247.333;100.722;50.556;16.111
423;3;0;402931.415;5070377.239;2336.14;87.044;21.78;-0.149;0.442;0.189;0.229;2.3;222.611;96.389;48.333;16.333
424;7;0;407840.67;5082927.252;2672.52;140.438;28.666;0.998;-0.213;-0.627;-0.386;2.237;262.778;132.278;67.944;15.667
425;3;0;400526.117;5072908.478;2355.94;216.283;10.454;0.806;-0.059;0.349;-1.742;1.849;209.667;91.944;58;14.889
426;4;0;413017.153;5057888.499;1872.45;296.545;44.724;0.052;0.56;-1.132;-1.145;1.87;151.333;85.278;49.778;16.333
427;3;0;404412.535;5066615.593;1818.14;19.476;41.55;-0.771;0.246;1.251;-0.328;0.912;212;87.278;47.389;15.944
428;7;0;409159.304;5083842.886;3348.22;268.169;53.503;-0.806;-0.141;-2.378;1.935;0.684;278.056;130.833;80;15.722
429;4;0;400833.645;5045538.554;2343.61;9.979;40.044;0.447;-0.548;0.001;1.459;1.445;151.889;84.667;60.667;16.056
430;4;0;405621.724;5054509.553;1594.41;101.121;36.603;0.943;0.209;-1.874;0.675;3.421;160.556;68.556;53.611;15.222
431;3;0;388827.71;5051447.276;2342.51;17.24;34.697;-0.032;-0.269;0.522;-0.874;2.824;182.056;107.667;60.778;16.5
432;2;0;405111.32;5073169.416;2767.93;234.532;21.726;0.985;-0.213;0.842;-0.47;4.344;261.778;105.444;61.056;16.222
433;1;0;394453.776;5062221.297;1491.3;165.528;54.088;-0.193;-0.137;0.646;2.586;1.398;147.444;65;41.5;15.056
434;3;0;403296.078;5071396.333;2484.04;-1;0;0.955;0.54;0;0;0;233.722;101.444;50.722;16.944
435;3;0;397480.371;5079286.6;2902.7;158.83;39.283;-0.58;0.057;-0.706;0.468;2.501;225;95.556;61.833;15.611
436;2;0;404688.837;5072691.705;2618.81;14.119;5.652;-0.968;-0.215;1.303;-0.525;2.355;245.889;106.889;52.278;16.778
437;2;0;409651.587;5069226.994;1503.55;227.339;48.932;1;0.248;1.8;0.127;0.66;217.944;64.556;53.889;14.944
438;4;0;400686.807;5046847.065;2218.15;313.228;49.188;-0.933;0.124;-0.932;1.081;0.952;154.556;82.167;61;15.611
439;4;0;413872.961;5049701.584;2068.38;30.561;19.358;0.97;0.235;-0.302;1.129;2.391;165.611;88.611;47.556;16.611
440;1;0;411936.882;5082412.101;3176.21;222.04;13.903;-0.678;-0.577;-0.348;0.254;3.881;281.222;126.833;82.444;16.222
441;1;0;393881.976;5062035.718;1603.86;117.942;54.091;0.685;0.413;3.184;2.244;0.394;147.444;65;43.222;15.056
442;4;0;414584.783;5053478.755;2094.97;241.306;24.421;0.861;-0.592;2.849;-1.889;1.095;160.167;90.167;50.667;17.056
443;1;0;400839.022;5084001.846;2898.33;247.309;25.449;-0.743;-0.578;0.649;-0.659;0.839;251.944;112.278;62.556;15.444
444;2;0;395734.173;5053860.174;1606.23;149.291;51.947;-0.469;0.183;8.744;-8.909;0.549;130.389;73.278;42.833;15.333
445;1;0;388923.269;5054577.501;2481.22;141.787;40.114;-0.48;-0.36;-0.082;1.923;2.012;181.278;100.556;53.722;16.222
446;4;0;415931.115;5055606.919;1938.28;183.254;16.175;-0.386;0.3;-0.249;-0.293;1.671;157.111;92.556;44.444;15.667
447;3;0;404216.388;5065249.456;1752.2;220.822;49.308;-0.86;0.405;2.431;-2.726;1.245;202.667;84.111;43.722;15.611
448;4;0;412571.192;5058834.957;1529.89;273.784;56.996;-0.786;-0.431;-0.361;-3.641;1.079;120.722;76.333;51.056;15.333
449;2;0;409774.247;5074337.617;2160.76;201.048;32.521;-0.998;0.161;0.11;1.067;2.959;212.944;70.778;53.722;16.389
450;3;0;397480.786;5072135.871;1671.27;84.778;46.242;-0.757;-0.665;-0.528;3.498;3.518;169.944;81.556;44.889;15.667
451;1;0;410310.248;5078857.696;2290.06;252.284;10.87;0.066;0.166;-0.825;0.569;3.198;272.556;105.5;73.889;15.778
452;7;0;407468.382;5081797.539;2378.44;162.433;30.499;-0.933;0.184;0.102;-1.869;2.714;247.611;129.833;71.278;15.611
453;1;0;410104.59;5077808.541;2479.36;98.301;32.123;0.091;-0.752;0.517;-1.218;1.08;266.333;103.667;67.556;17.167
454;2;0;403942.651;5062896.171;1654.13;63.501;49.18;-0.304;0.532;-0.902;-0.722;1.546;200.167;82.944;49.444;15.667
455;4;0;387378.655;5054185.253;2573.89;103.602;15.569;-0.953;-0.365;1.235;-0.165;2.076;204.278;101.167;69.444;15.944
456;4;0;414696.426;5054038.643;2066.29;354.618;27.541;-0.144;-0.345;0.537;-0.017;4.811;157.556;94.611;48.5;16.056
457;4;0;405761.606;5051203.522;643.838;180.803;39.395;0.446;0.528;-0.201;0.274;2.59;169.222;69.333;29.333;14.667
458;1;0;407605.85;5080217.131;1992.61;205.598;14.046;-0.235;0.19;0.292;0.187;1.923;232.778;117.611;65.5;15.778
459;4;0;409421.875;5058312.181;1722.3;351.964;47.865;0.996;0.557;1.297;-2.605;3.663;160;71.889;47.667;15.389
460;3;0;386546.238;5049979.717;2469.8;312.081;29.649;-1;-0.604;0.978;0.437;1.717;169.944;108.667;62.389;16.056
461;4;0;405235.153;5055844.657;2270.62;202.938;16.479;-0.902;0.058;-0.469;-1.785;3.323;167.722;72.389;60.556;15.889
462;3;0;404788.165;5077941.472;2531.54;308.06;22.52;0.99;0.717;-0.808;1.819;2.193;269.389;121.667;54.778;16.389
463;2;0;405318.19;5058478.183;2641.78;6.562;45.045;0.67;0.86;3.247;-0.503;1.127;180.611;77.611;60.333;15.444
464;2;0;411582.123;5076190.141;2628.27;194.49;29.046;-0.921;0.851;0.909;-0.615;1.089;258.444;105.611;62.5;17.056
465;1;0;396020.309;5063744.973;685.412;94.322;34.338;0.616;0.14;2.153;-4.673;2.623;161;71.667;20.222;15.611
466;1;0;401515.875;5083496.545;2901.67;320.409;51.011;0.993;0.316;-0.007;0.774;1.328;250.056;119.222;62.889;15.667
467;2;0;402757.515;5059031.165;1377.31;216.194;33.236;-0.968;-0.448;1.788;-0.979;0.96;165.444;75.833;41.722;15.278
468;4;0;415160.607;5057714.133;2177.5;126.973;44.912;-0.075;0.264;-1.905;4.893;1.021;154;91.611;48.444;15.333
469;2;0;410476.727;5074093.494;2422.12;273.848;20.264;0.771;-0.814;-0.313;0.086;6.139;228.111;87.722;53.556;16.611
470;2;0;411521.467;5075914.926;2553.12;354.932;6.387;-0.807;-0.227;-0.941;2.283;7.698;258.444;105.611;61.778;17.056
471;1;0;409376.474;5077757.315;2156.83;277.376;15.851;-0.601;-0.041;0.707;-0.074;4.465;263.111;103.889;56.333;17.222
472;4;0;402770.357;5047683.133;1470.36;338.058;37.393;0.067;0.022;-0.557;-2.526;2.072;161.611;78.444;53.111;15.333
473;3;0;400355.742;5073237.604;2373.77;330.056;13.094;0.996;-0.751;-0.697;0.373;3.166;209.667;91.944;48.333;14.889
474;4;0;416792.687;5055600.489;2251.19;142.515;40.208;0.128;-0.168;1.287;-1.747;1.02;152.778;93.444;47.444;15.611
475;4;0;387514.057;5054545.63;2748.61;216.16;34.927;0.928;-0.155;-1.286;1.109;1.817;204.278;101.167;71.611;15.944
476;2;0;403999.657;5061459.506;2054.9;305.764;38.898;0.867;0.255;5.124;-1.371;0.517;195;82.056;48.389;15.889
477;4;0;406292.471;5056434.999;1845.79;144.284;55.121;-0.794;0.594;-2.293;7.011;1.007;176.222;74.889;50.278;16.333
478;2;0;397489.51;5053917.87;1428;65.035;36.984;-0.807;0.029;-3.701;1.207;3.245;135.389;71.5;44.333;15.611
479;4;0;411239.712;5054244.294;1267.22;19.496;29.685;0.584;0.669;-0.018;0.09;1.309;121.444;54.167;37.944;13.5
480;2;0;398695.944;5053256.322;1529.86;259.406;15.648;-0.812;0.049;2.81;-1.351;1.327;111.167;67.722;46.611;14.222
481;1;0;386569.838;5055113.794;2609.22;88.847;21.563;0.422;0.139;-0.305;1.143;2.926;204.278;101.167;57.833;15.944
482;7;0;410565.873;5082765.424;3233.59;204.674;20.327;0.943;-0.73;-0.047;0.125;2.672;286.889;131.722;85.389;15.889
483;4;0;414475.004;5066254.812;2182.52;244.947;15.06;-0.184;0.647;0.659;-0.486;1.632;204.556;101.722;51.833;16.167
484;4;0;400786.125;5046092.958;2147.01;57.838;23.642;0.02;0.323;0.308;-0.792;1.984;151.889;84.667;59.167;16.056
485;1;0;391551.89;5050034.065;2193.93;36.964;43.852;-0.909;-0.014;-1.672;9.265;1.425;184.389;104.944;47.778;16.667
486;4;0;416818.567;5054883.386;2050.69;264.517;24.03;-0.423;0.739;-2.152;-0.482;1.394;146.056;95.167;45.778;15.278
487;3;0;407369.685;5073833.728;2137.4;182.971;24.692;0.532;0.236;0.913;0.789;2.924;236.444;97.111;56.556;16.667
488;2;0;392842.667;5048958.163;2309.88;300.691;42.642;0.799;0.036;1.597;-0.258;0.432;159.778;105.889;50.778;16.556
489;3;0;400133.198;5079482.506;2389.97;55.239;54.861;-0.096;0.364;-2.024;2.525;0.582;240.111;102.556;55.222;15.333
490;2;0;393172.601;5048786.451;2532.51;82.502;37.015;-0.999;0.262;-0.794;0.914;2.257;159.778;105.889;53.056;16.556
491;3;0;411018.875;5077408.551;2536.41;154.349;14.803;0.51;-0.498;-1.205;0.706;3.599;280.111;109.167;69.944;16.889
492;2;0;407467.285;5072497.628;1956.57;175.744;34.366;0.57;0.107;-0.945;-1.432;2.862;221.111;91.889;53.556;16.056
493;5;0;408090.819;5065241.347;2223.4;339.156;20.009;0.13;0.242;-1.287;-0.272;2.985;164;73.889;49.333;15.444
494;6;0;404458.246;5080381.828;2376.45;252.575;10.266;-0.901;0.361;-2.079;0.102;6.127;277.833;126.056;61.944;16.056
495;1;0;410085.256;5079228.479;2245.19;193.746;40.024;-0.997;0.52;-6.392;0.772;4.607;272.556;105.5;67.278;15.778
496;3;0;388264.527;5051245.723;2479.06;66.142;15.865;0.935;-0.578;0.72;-0.823;1.81;171.611;102.944;68.667;15.944
497;3;0;388014.829;5052400.912;2006.22;6.194;18.634;-0.299;0.65;-0.295;0.249;4.019;171.611;102.944;71;15.944
498;3;0;388173.945;5051112.577;2495.75;305.601;18.544;-0.971;-0.731;-0.84;0.047;2.541;194.389;107.667;67.444;16.167
499;1;0;401574.721;5082888.87;2723.91;85.219;43.185;0.404;-0.642;4.452;-4;0.474;250.056;119.222;61.444;15.667
500;2;0;402915.938;5057544.026;2120.46;222.777;31.74;0.994;-0.865;0.344;-0.134;2.546;169.278;72.222;58.778;15.444
501;2;0;394738.499;5047040.108;2382.17;93.884;63.453;0.582;0.295;-1.509;-4.391;1.648;171.778;102.056;52.667;15.556
502;1;0;405507.738;5080955.615;2903.89;192.407;24.958;0.083;-0.642;0.405;-0.092;2.595;270.944;125;70.5;15.444
503;4;0;403783.189;5047108.761;1700.82;357.99;29.908;-0.734;0.65;0.564;-0.13;1.608;173;76.889;55.667;15.278
504;3;0;401988.952;5077384.532;1708.22;247.69;53.578;-0.068;-0.745;-8.267;17.165;3.32;254.5;97;56.333;15.667
505;1;0;403751.846;5082104.223;2712.91;271.927;38.376;-0.977;-0.586;-0.758;-0.497;3.108;259.167;127;61.111;16
506;5;0;411643.745;5071347.112;2449.84;199.897;36.766;0.999;0.246;-6.203;1.814;4.691;226;97.222;53.722;17
507;4;0;406226.118;5057207.221;2192.63;127.584;40.128;-0.38;0.097;-0.164;0.136;3.067;180.667;76.556;55.444;15.556
508;2;0;404792.848;5061503.416;2434.3;76.095;55.762;0.034;0.218;-7.182;7.326;2.343;191.111;79.5;51.444;15.889
509;4;0;409222.159;5061345.045;1724.67;12.912;34.71;-0.94;0.501;-0.579;-0.535;1.454;171.611;73;47.278;15.889
510;1;0;387130.93;5057160.988;2740.51;228.388;14.573;-0.61;0.083;-1.148;1.652;4.21;196.833;98.278;58.333;16.444
511;1;0;402371.804;5083072.605;2565.57;202.793;56.149;0.24;-0.317;2.703;-11.589;0.269;263.056;125.556;54.167;15.833
512;1;0;390392.293;5055683.83;2292.92;348.643;17.352;0.975;-0.747;0.65;-0.223;3.056;178.278;92.5;50.944;15.833
513;4;0;409198.592;5059757.959;1710.61;134.453;30.114;-0.664;-0.401;0.997;-0.362;3.218;167;70.778;47.722;15.778
514;2;0;410899.462;5074348.933;2586.02;257.76;23.085;-0.922;0.584;-2.688;0.477;6.65;228.111;87.722;56.667;16.611
515;1;0;399510.1;5085069.594;2876.71;161.746;54.797;0.98;-0.314;-2.349;4.688;2.157;250.056;112.222;57.556;16
516;4;0;412160.574;5063944.487;1368.69;42.136;29.838;-0.7;-0.129;-0.335;0.322;3.241;182.222;91.222;42.833;16.056
517;4;0;397078.974;5045823.351;2185.68;290.976;26.22;-0.212;-0.25;0.005;0.309;3.462;155.944;99.667;54.167;16.167
518;2;0;407795.559;5066377.569;2388.33;317.99;44.723;-0.95;-0.296;-9.196;5.298;4.567;199.389;77.444;50.667;16.056
519;2;0;404701.055;5072977.705;2621.36;229.764;23.147;0.742;-0.405;0.106;0.474;2.85;245.889;106.889;52.5;16.778
520;3;0;400809.49;5066989.121;1813.64;57.149;44.17;0.358;0.503;-3.587;0.754;3.558;212.667;82.556;43.889;16.111
521;3;0;382912.962;5051010.053;2962.06;155.661;35.117;0.743;0.05;3.523;0.326;0.353;185.389;112.111;59.611;15.278
522;2;0;397988.737;5050643.901;820.502;138.646;48.332;-0.646;0.602;-1.428;10.153;3.405;130.611;72.722;20.389;15.5
523;3;0;402939.272;5071124.129;2662.65;235.203;26.033;0.542;-0.726;0.713;-0.686;1.342;222.611;96.389;53.222;16.333
524;1;0;389846.361;5057150.699;2021.86;189.916;9.732;-0.911;-0.115;-0.483;1.226;4.497;172.556;87.722;49.833;15.278
525;4;0;396266.862;5046205.64;2226.39;55.388;32.837;-0.751;0.023;-1.677;0.311;4.449;162.778;102.556;52.889;16.222
526;5;0;411717.127;5069711.992;2361.35;199.531;16.354;-0.571;0.088;0.608;0.394;2.007;221.722;94.889;50.722;16.444
527;3;0;405612.557;5078043.694;2764.59;355.293;33.608;-0.985;-0.304;0.36;-0.058;2.563;263.5;121.056;68.722;16.444
528;7;0;406870.605;5081668.365;2721.19;188.504;26.139;0.568;0.168;1.53;-0.572;3.002;264.556;130.778;76.5;15.667
529;3;0;385583.521;5052314.285;2333.17;140.339;7.682;-0.942;0.064;0.494;-0.164;2.258;197.222;104.278;61.833;15.389
530;1;0;390354.354;5053852.796;2062.97;160.019;42.988;0.997;-0.638;0.412;0.628;3.447;169.778;105.333;48.889;16
531;1;0;398352.542;5083053.771;2613;65.335;19.181;-0.989;-0.654;0.457;-0.523;1.096;232.389;105.611;56.5;15.944
532;2;0;406976.959;5060455.761;2492.97;144.881;26.986;-0.77;0.862;0.349;-0.294;3.967;184.278;79.833;51.056;15.778
533;3;0;403453.567;5077452.033;2380.63;202.022;17.854;-0.94;0.031;-0.537;-1.993;2.04;278.222;117.889;61.278;16
534;1;0;399376.751;5062119.499;1178.16;185.461;30.604;0.417;-0.925;-1.439;0.02;2.647;187.556;74.667;41.222;15.556
535;2;0;405302.453;5060098.152;2696.04;221.004;43.018;-0.818;-0.128;0.603;-0.971;1.846;186.611;78.111;56.167;15.444
536;4;0;404506.789;5051909.982;763.029;199.379;16.767;-0.927;0.157;0.571;0.006;1.415;123.167;56.444;32.5;14.444
537;4;0;410676.979;5051144.489;1743.72;23.779;25.752;-0.995;0.286;0.011;0.093;0.979;182.111;78.556;45.056;16
538;4;0;415849.402;5062100.751;1997.05;332.249;41.449;-0.755;0.58;-10.62;7.448;4.982;173.389;94.556;45.944;15
539;1;0;398885.203;5085625.936;2905.89;127.918;11.953;-0.943;-0.231;-0.606;0.052;3.612;257.222;108.056;65.5;16.333
540;3;0;403993.625;5072053.296;2677.66;0.454;40.001;0.915;0.596;-0.515;0.179;1.911;230.778;102.833;52.778;16.444
541;7;0;407110.841;5081340.287;2382.49;119.099;42.849;0.885;0.586;-0.784;1.238;2.8;247.611;129.833;72.222;15.611
542;3;0;408262.936;5076090.126;1803.48;56.271;42.854;-0.615;0.329;-0.413;-0.413;2.342;243.278;90.944;52.611;17.278
543;1;0;390045.758;5049386.14;2411.18;310.306;24.627;1;-0.4;-1.182;2.363;2.15;221.722;105.333;49.556;15.889
544;2;0;395214.679;5048435.431;2295.55;166.872;47.655;-0.486;-0.596;-0.301;1.435;0.594;155.278;96.722;52.778;16.278
545;4;0;410917.661;5058190.937;1088.06;72.026;46.524;0.555;-0.545;-2.432;0.643;2.446;123.5;63.556;34.833;14.556
546;3;0;401327.618;5077343.327;1630.23;121.064;51.424;0.647;-0.024;-4.559;-3.097;3.192;254.5;97;54.444;15.667
547;2;0;406077.534;5074501.26;2613.05;79.019;22.021;-0.974;-0.58;-0.452;-0.025;6.153;255;105.556;54.167;16
548;4;0;398831;5046209.068;2100.51;42.491;33.08;0.309;-0.072;-0.664;0.079;3.179;143.056;91.056;53;16.056
549;7;0;405230.833;5084014.869;2869.59;245.46;27.812;-0.516;0.439;-0.312;0.358;2.789;266.167;132.111;64.944;15.833
550;3;0;403590.449;5072608.372;2372.37;338.647;36.557;0.19;0.388;-2.079;0.402;4.928;247.889;105.611;56.889;16.611
551;7;0;408490.185;5081597.194;2441.7;211.22;30.263;0.737;-0.435;-0.185;1.035;3.27;280.944;127.611;67.278;14.556
552;3;0;411120.862;5077273.595;2630.5;340.954;42.544;-0.415;0.144;2;0.008;0.725;280.111;109.167;72.444;16.889
553;1;0;387361.269;5055548.855;2494.49;148.927;11.959;0.931;-0.019;0.608;-0.189;4.195;195;100.056;55.778;16.389
554;5;0;410771.794;5070820.349;2286.73;187.061;47.414;-0.855;0.265;3.109;1.558;0.656;198.389;82.944;52.667;15.389
555;3;0;401092.713;5071931.474;2483.91;168.042;55.33;0.945;-0.438;0.962;1.347;1.744;214.5;95.556;53.167;16.5
556;7;0;410962.385;5081764.288;2869.22;90.988;31.428;-0.857;-0.44;-1.004;-0.125;2.26;284.278;128.556;73.222;15.333
557;2;0;404044.559;5061859.547;2058.18;243.03;37.243;-0.992;-0.236;1.225;-1.271;1.364;195;82.056;48.667;15.889
558;1;0;403350.4;5081414.123;2627.5;91.334;38.83;-0.978;-0.65;1.699;-2.574;1.003;259.167;127;53.833;16
559;1;0;404521.228;5080849.927;2590.05;176.032;12.762;-0.017;0.659;-0.803;0.329;4.508;277.833;126.056;55;16.056
560;7;0;410823.553;5083134.574;3387.63;163.449;50.836;-0.454;0.881;-0.218;5.841;0.644;286.889;131.722;79.611;15.889
